RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD,RESET POINTS
38,38,Brendan Steele,19,998,1,3,"1,719",NA
39,39,Alex Noren,15,989,0,3,"1,728",NA
40,40,Kevin Kisner,22,971,0,4,"1,746",NA
41,41,Billy Horschel,23,960,1,3,"1,757",NA
42,42,Beau Hossler,25,957,0,5,"1,760",NA
43,43,Jordan Spieth,20,945,0,5,"1,772",NA
44,44,Byeong Hun An,21,913,0,4,"1,804",NA
45,45,Emiliano Grillo,22,901,0,5,"1,816",NA
46,46,Si Woo Kim,28,893,0,5,"1,824",NA
47,47,Charles Howell III,25,885,0,4,"1,832",NA
48,48,Brian Gay,27,880,0,6,"1,837",NA
49,49,Keegan Bradley,23,872,0,4,"1,845",NA
50,50,Henrik Stenson,14,868,0,5,"1,849",NA
51,51,J.J. Spaun,24,849,0,4,"1,868",NA
52,52,Zach Johnson,22,839,0,2,"1,878",NA
53,53,Cameron Smith,20,821,0,5,"1,896",NA
54,54,Scott Piercy,23,802,1,2,"1,915",NA
55,55,Ryan Moore,20,795,0,5,"1,922",NA
56,56,Rafa Cabrera Bello,17,784,0,4,"1,933",NA
57,57,Whee Kim,28,764,0,3,"1,953",NA
58,58,Stewart Cink,23,758,0,3,"1,959",NA
59,59,Chris Kirk,26,756,0,4,"1,961",NA
60,60,"Ted Potter, Jr.",25,744,1,1,"1,973",NA
61,61,Jimmy Walker,21,719,0,4,"1,998",NA
62,62,Jason Kokrak,26,700,0,4,"2,017",NA
63,63,C.T. Pan,27,693,0,1,"2,024",NA
64,64,Matt Kuchar,22,679,0,4,"2,038",NA
65,65,Joel Dahmen,26,676,0,3,"2,041",NA
66,66,Michael Kim,25,675,1,1,"2,042",NA
67,67,Kevin Streelman,25,673,0,5,"2,044",NA
68,68,Keith Mitchell,26,659,0,4,"2,058",NA
69,69,J.B. Holmes,22,640,0,3,"2,077",NA
70,70,Adam Hadwin,22,638,0,3,"2,079",NA
71,71,Brice Garnett,27,634,1,2,"2,083",NA
72,72,Kelly Kraft,29,627,0,3,"2,090",NA
73,73,Adam Scott,18,623,0,2,"2,094",NA
74,74,Louis Oosthuizen,14,620,0,3,"2,097",NA
75,75,Troy Merritt,25,616,1,3,"2,101",NA
76,76,Hideki Matsuyama,17,607,0,2,"2,110",NA
77,77,Satoshi Kodaira,16,600,1,1,"2,117",NA
78,78,Kevin Chappell,21,597,0,4,"2,120",NA
79,79,James Hahn,24,596,0,1,"2,121",NA
80,80,Tom Hoge,29,594,0,3,"2,123",NA
81,81,Peter Uihlein,23,593,0,4,"2,124",NA
82,82,Branden Grace,16,590,0,2,"2,127",NA
83,83,Abraham Ancer,27,589,0,4,"2,128",NA
84,84,Russell Knox,25,585,0,3,"2,132",NA
85,85,Kevin Tway,29,577,0,3,"2,140",NA
86,86,Jamie Lovemark,24,576,0,3,"2,141",NA
87,87,Ollie Schniederjans,25,573,0,3,"2,144",NA
88,88,Russell Henley,21,569,0,3,"2,148",NA
89,89,Daniel Berger,21,565,0,1,"2,152",NA
90,90,Jason Dufner,20,557,0,2,"2,160",NA
91,91,Anirban Lahiri,22,555,0,4,"2,162",NA
92,92,Tyrrell Hatton,13,550,0,4,"2,167",NA
93,93,Patrick Rodgers,30,541,0,3,"2,176",NA
94,94,Brandon Harkins,29,528,0,3,"2,189",NA
95,95,Trey Mullinax,23,528,0,3,"2,189",NA
96,96,Charl Schwartzel,19,528,0,3,"2,189",NA
97,97,Rory Sabbatini,26,521,0,1,"2,196",NA
98,98,Charley Hoffman,23,515,0,NA,"2,202",NA
99,99,Alex Cejka,23,502,0,2,"2,215",NA
100,100,Ryan Palmer,19,500,0,2,"2,217",NA
101,101,Richy Werenski,31,498,0,2,"2,219",NA
102,102,Nick Watney,24,491,0,1,"2,226",NA
103,103,Danny Lee,28,481,0,3,"2,236",NA
104,104,Sung Kang,28,480,0,2,"2,237",NA
105,105,John Huh,28,480,0,2,"2,237",NA
106,106,Harold Varner III,26,474,0,3,"2,243",NA
107,107,Scott Stallings,28,470,0,2,"2,247",NA
108,108,Tyler Duncan,30,457,0,2,"2,260",NA
109,109,William McGirt,25,449,0,3,"2,268",NA
110,110,J.T. Poston,21,448,0,2,"2,269",NA
111,111,Bronson Burgoon,22,446,0,2,"2,271",NA
112,112,Vaughn Taylor,24,445,0,3,"2,272",NA
113,113,Martin Laird,21,443,0,3,"2,274",NA
114,114,Sam Ryder,25,442,0,3,"2,275",NA
115,115,Grayson Murray,21,438,0,2,"2,279",NA
116,116,Ryan Blaum,27,433,0,2,"2,284",NA
117,117,Scott Brown,31,422,0,2,"2,295",NA
118,118,Brian Stuard,30,421,0,3,"2,296",NA
119,119,Nick Taylor,29,420,0,2,"2,297",NA
120,120,Sam Saunders,25,420,0,4,"2,297",NA
121,121,Sean O'Hair,21,417,0,2,"2,300",NA
122,122,Bud Cauley,17,405,0,2,"2,312",NA
123,123,Jhonattan Vegas,25,394,0,1,"2,323",NA
124,124,Harris English,30,383,0,2,"2,334",NA
125,125,Seamus Power,27,377,0,2,"2,340",NA
126,126,Martin Piller,28,371,0,2,"2,346",NA
127,127,Tyrone Van Aswegen,31,364,0,1,"2,353",NA
128,128,Sergio Garcia,15,362,0,3,"2,355",NA
129,129,Chad Campbell,28,361,0,2,"2,356",NA
130,130,Corey Conners,28,353,0,1,"2,364",NA
131,131,Robert Garrigus,27,353,0,1,"2,364",NA
132,132,Aaron Baddeley,27,342,0,1,"2,375",NA
133,133,Johnson Wagner,21,338,0,NA,"2,379",NA
134,134,Tom Lovelady,28,332,0,2,"2,385",NA
135,135,Lucas Glover,18,324,0,1,"2,393",NA
136,136,Ben Silverman,28,323,0,2,"2,394",NA
137,137,Derek Fathauer,28,316,0,1,"2,401",NA
138,138,David Hearn,21,315,0,2,"2,402",NA
139,139,Talor Gooch,27,308,0,NA,"2,409",NA
140,140,Shane Lowry,19,296,0,NA,"2,421",NA
141,141,Jim Furyk,15,291,0,2,"2,426",NA
142,142,Michael Thompson,19,280,0,NA,"2,437",NA
143,143,David Lingmerth,26,274,0,NA,"2,443",NA
144,144,Graeme McDowell,20,274,0,1,"2,443",NA
145,145,Steve Stricker,12,274,0,NA,"2,443",NA
146,146,Nicholas Lindheim,26,272,0,1,"2,445",NA
147,147,Shawn Stefani,25,268,0,1,"2,449",NA
148,148,Ben Crane,21,267,0,1,"2,450",NA
149,149,Denny McCarthy,22,267,0,1,"2,450",NA
150,150,Ben Martin,20,266,0,1,"2,451",NA
151,151,Matt Jones,23,264,0,NA,"2,453",NA
152,152,Bill Haas,25,262,0,1,"2,455",NA
153,153,Retief Goosen,20,261,0,1,"2,456",NA
154,154,Thomas Pieters,11,260,0,1,"2,457",NA
155,155,Chris Stroud,27,255,0,1,"2,462",NA
156,156,Hudson Swafford,22,245,0,NA,"2,472",NA
157,157,Adam Schenk,28,239,0,1,"2,478",NA
158,158,J.J. Henry,28,239,0,1,"2,478",NA
159,159,Hunter Mahan,21,234,0,1,"2,483",NA
160,160,Mackenzie Hughes,28,227,0,1,"2,490",NA
161,161,Peter Malnati,28,226,0,NA,"2,491",NA
162,162,Fabián Gómez,28,221,0,NA,"2,496",NA
163,163,Wesley Bryan,23,219,0,NA,"2,498",NA
164,164,Martin Flores,29,215,0,NA,"2,502",NA
165,165,Stephan Jaeger,26,211,0,NA,"2,506",NA
166,166,Blayne Barber,22,202,0,NA,"2,515",NA
167,167,Xinjun Zhang,28,195,0,1,"2,522",NA
168,168,Cameron Percy,16,191,0,2,"2,526",NA
169,169,Dominic Bozzelli,20,190,0,NA,"2,527",NA
170,170,Zac Blair,20,176,0,NA,"2,541",NA
171,171,Lanto Griffin,26,175,0,NA,"2,542",NA
172,172,Nate Lashley,17,168,0,NA,"2,549",NA
173,173,Jonas Blixt,23,167,0,NA,"2,550",NA
174,174,Jonathan Randolph,25,166,0,1,"2,551",NA
175,175,Ricky Barnes,22,164,0,1,"2,553",NA
176,176,D.A. Points,25,162,0,1,"2,555",NA
177,177,Ethan Tracy,23,157,0,NA,"2,560",NA
178,178,Robert Streb,29,155,0,1,"2,562",NA
179,179,Brett Stegmaier,21,149,0,NA,"2,568",NA
180,180,Rob Oppenheim,26,148,0,NA,"2,569",NA
181,181,Jonathan Byrd,24,147,0,NA,"2,570",NA
182,182,Cody Gribble,25,141,0,NA,"2,576",NA
183,183,Steve Wheatcroft,20,138,0,1,"2,579",NA
184,184,Greg Chalmers,20,133,0,1,"2,584",NA
185,185,Ross Fisher,13,119,0,NA,"2,598",NA
186,186,Matt Every,30,113,0,1,"2,604",NA
187,187,Graham DeLaet,3,111,0,1,"2,606",NA
188,188,K.J. Choi,14,110,0,1,"2,607",NA
189,189,Roberto Díaz,25,107,0,NA,"2,610",NA
190,190,Andres Romero,6,104,0,1,"2,613",NA
191,191,Parker McLachlin,11,92,0,NA,"2,625",NA
192,192,Conrad Shindler,20,92,0,NA,"2,625",NA
193,193,Camilo Villegas,14,90,0,NA,"2,627",NA
194,194,Daniel Summerhays,19,89,0,1,"2,628",NA
195,195,Cameron Tringale,26,88,0,NA,"2,629",NA
196,196,Tim Herron,12,87,0,NA,"2,630",NA
197,197,Stuart Appleby,12,84,0,NA,"2,633",NA
198,198,Morgan Hoffmann,9,81,0,NA,"2,636",NA
199,199,John Merrick,11,79,0,NA,"2,638",NA
200,200,Smylie Kaufman,22,74,0,1,"2,643",NA
201,201,Billy Hurley III,27,73,0,NA,"2,644",NA
202,202,Sangmoon Bae,17,71,0,NA,"2,646",NA
203,203,Rod Pampling,20,64,0,NA,"2,653",NA
204,204,Bernhard Langer,2,57,0,NA,"2,660",NA
205,205,Jerry Kelly,3,54,0,NA,"2,663",NA
206,206,Brendon de Jonge,14,49,0,1,"2,668",NA
207,207,Geoff Ogilvy,18,48,0,NA,"2,669",NA
208,208,D.J. Trahan,8,46,0,NA,"2,671",NA
209,209,Ernie Els,15,46,0,NA,"2,671",NA
210,210,Davis Love III,12,45,0,NA,"2,672",NA
211,211,Matt Atkins,21,44,0,NA,"2,673",NA
212,212,George McNeill,10,42,0,NA,"2,675",NA
213,213,Martin Kaymer,11,42,0,NA,"2,675",NA
214,214,Luke Donald,9,42,0,NA,"2,675",NA
215,215,Brandon Hagy,3,39,0,NA,"2,678",NA
216,216,Steve Marino,6,36,0,NA,"2,681",NA
217,217,Eric Axley,7,33,0,NA,"2,684",NA
218,218,Ken Duke,15,33,0,NA,"2,684",NA
219,219,Dicky Pride,11,30,0,NA,"2,687",NA
220,220,Padraig Harrington,16,29,0,NA,"2,688",NA
221,221,Troy Matteson,7,28,0,NA,"2,689",NA
222,222,Jason Bohn,9,27,0,NA,"2,690",NA
223,223,Tommy Gainey,10,26,0,NA,"2,691",NA
224,224,John Senden,7,25,0,NA,"2,692",NA
225,225,Heath Slocum,5,24,0,NA,"2,693",NA
226,226,Vijay Singh,10,24,0,NA,"2,693",NA
227,227,Zecheng Dou,23,21,0,NA,"2,696",NA
228,228,Brian Davis,12,20,0,NA,"2,697",NA
229,229,Seung-Yul Noh,1,19,0,NA,"2,698",NA
230,230,Fred Couples,1,18,0,NA,"2,699",NA
231,231,Andrew Yun,22,16,0,NA,"2,701",NA
232,232,Colt Knost,10,13,0,NA,"2,704",NA
233,233,Jim Herman,9,13,0,NA,"2,704",NA
T234,T234,Derek Ernst,3,11,0,NA,"2,706",NA
T234,T234,Ángel Cabrera,5,11,0,NA,"2,706",NA
236,236,Kyle Thompson,22,10,0,NA,"2,707",NA
237,237,Mark Wilson,11,9,0,NA,"2,708",NA
238,238,Bob Estes,8,7,0,NA,"2,710",NA
T239,T239,Charlie Wi,6,7,0,NA,"2,710",NA
T239,T239,Charlie Beljan,9,7,0,NA,"2,710",NA
241,241,Daniel Chopra,6,6,0,NA,"2,711",NA
242,242,Kris Blanks,6,6,0,NA,"2,711",NA
243,243,Rick Lamb,10,6,0,NA,"2,711",NA
244,244,Omar Uresti,10,6,0,NA,"2,711",NA
245,245,Andrew Johnston,2,5,0,NA,"2,712",NA
246,246,John Daly,7,5,0,NA,"2,712",NA
247,247,John Rollins,9,4,0,NA,"2,713",NA
248,248,Cameron Beckman,6,4,0,NA,"2,713",NA
249,249,Arjun Atwal,6,4,0,NA,"2,713",NA
250,250,Robert Allenby,8,4,0,NA,"2,713",NA
251,251,Paul Goydos,1,3,0,NA,"2,714",NA
252,252,Chris Couch,5,3,0,NA,"2,714",NA
T253,T253,Jay Don Blake,1,3,0,NA,"2,714",NA
T253,T253,Michael Bradley,1,3,0,NA,"2,714",NA
255,255,Olin Browne,1,3,0,NA,"2,714",NA
256,256,Jonathan Kaye,3,2,0,NA,"2,715",NA
T257,T257,Neal Lancaster,1,2,0,NA,"2,715",NA
T257,T257,Shaun Micheel,4,2,0,NA,"2,715",NA
259,259,Mike Weir,6,2,0,NA,"2,715",NA
260,260,Trevor Immelman,2,1,0,NA,"2,716",NA
